CAD.CDW.ID,CAD.Event.Number,General.Offense.Number,Event.Clearance.Code,Event.Clearance.Description,Event.Clearance.SubGroup,Event.Clearance.Group,MM,DD,YYYY,TIME,Hundred.Block.Location,District.Sector,Zone.Beat,Census.Tract,Longitude,Latitude,Incident.Location,Initial.Type.Description,Initial.Type.Subgroup,Initial.Type.Group,At.Scene.Time
1592109,15000373801,2015373801,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,07:44:00,35XX BLOCK OF E OLIVE ST,C,C3,7800.3005,-122.287563656,47.61649256,(47.61649256, -122.287563656),SUSPICIOUS PERSON, VEHICLE OR INCIDENT,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,10/25/2015 04:16:00 PM
1626398,15000426091,2015426091,062,BICYCLE THEFT,THEFT,BIKE,12,08,2015,07:02:21,5XX BLOCK OF E PIKE ST,E,E3,8400.1004,-122.32499,47.61409,(47.61409, -122.32499),TRU - FOLLOW UP,MISCELLANEOUS,MISCELLANEOUS,12/08/2015 06:16:31 PM
1592602,15000374619,2015374619,062,BICYCLE THEFT,THEFT,BIKE,10,26,2015,11:52:00,8XX BLOCK OF VIRGINIA ST,D,D2,7300.3022,-122.336165511,47.616053296,(47.616053296, -122.336165511),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1592703,15000374467,2015374467,062,BICYCLE THEFT,THEFT,BIKE,10,26,2015,01:26:00,104XX BLOCK OF 5 AV NE,L,L2,1200.2002,-122.323164237,47.704501983,(47.704501983, -122.323164237),TRU - THEFT,OTHER PROPERTY,THEFT,10/26/2015 11:25:00 AM
1801651,16000280145,2016280145,062,BICYCLE THEFT,THEFT,BIKE,08,04,2016,11:13:49,23XX BLOCK OF N 62 ST,J,J3,3600.3014,-122.32954,47.673645,(47.673645, -122.32954),TRU - THEFT,OTHER PROPERTY,THEFT,
2018623,17000207119,2017207119,062,BICYCLE THEFT,THEFT,BIKE,06,09,2017,07:35:31,11XX BLOCK OF DEXTER AV N,D,D2,6700.1012,-122.342316,47.62843,(47.62843, -122.342316),TRU - THEFT,OTHER PROPERTY,THEFT,
1593063,15000374649,2015374649,062,BICYCLE THEFT,THEFT,BIKE,10,26,2015,07:32:00,17XX BLOCK OF BROADWAY,E,E2,8400.1000,-122.320826476,47.616987302,(47.616987302, -122.320826476),TRU - THEFT,OTHER PROPERTY,THEFT,
1593234,15000374781,2015374781,062,BICYCLE THEFT,THEFT,BIKE,10,26,2015,10:15:00,17XX BLOCK OF E PROSPECT ST,C,C2,6400.2005,-122.309278853,47.628679698,(47.628679698, -122.309278853),TRU - THEFT,OTHER PROPERTY,THEFT,
1626792,15000426725,2015426725,062,BICYCLE THEFT,THEFT,BIKE,12,09,2015,08:45:54,41XX BLOCK OF WHITMAN AV N,B,B3,5000.2010,-122.34595,47.657196,(47.657196, -122.34595),TRU - THEFT,OTHER PROPERTY,THEFT,
897449,12000305172,2012305172,062,BICYCLE THEFT,THEFT,BIKE,09,10,2012,10:14:00,21XX BLOCK OF N 115TH ST,N,N3,1200.5001,-122.332722069,47.712283853,(47.712283853, -122.332722069),TRU - THEFT,OTHER PROPERTY,THEFT,09/10/2012 09:46:00 AM
1627571,15000428067,2015428067,062,BICYCLE THEFT,THEFT,BIKE,12,10,2015,08:44:55,14XX BLOCK OF NW LEARY WY,B,B1,4700.2042,-122.374855,47.663662,(47.663662, -122.374855),TRU - THEFT,OTHER PROPERTY,THEFT,
1595202,15000378003,2015378003,062,BICYCLE THEFT,THEFT,BIKE,10,28,2015,08:35:00,E COLUMBIA ST / 10 AV,E,E2,8600.2006,-122.319365663,47.609236563,(47.609236563, -122.319365663),TRU - THEFT,OTHER PROPERTY,THEFT,10/28/2015 06:28:00 PM
1594998,15000377876,2015377876,062,BICYCLE THEFT,THEFT,BIKE,10,28,2015,05:50:00,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.316779125,47.610978849,(47.610978849, -122.316779125),TRU - THEFT,OTHER PROPERTY,THEFT,
1595067,15000373427,2015373427,062,BICYCLE THEFT,THEFT,BIKE,10,25,2015,08:51:00,77XX BLOCK OF 36 AV NE,U,U3,2400.3009,-122.28951253,47.685765983,(47.685765983, -122.28951253),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/25/2015 07:57:00 AM
1595312,15000377993,2015377993,062,BICYCLE THEFT,THEFT,BIKE,10,28,2015,10:41:00,16XX BLOCK OF E MADISON ST,C,C1,7900.4001,-122.310658797,47.615378307,(47.615378307, -122.310658797),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,10/28/2015 08:12:00 PM
1595443,15000378366,2015378366,062,BICYCLE THEFT,THEFT,BIKE,10,29,2015,02:35:00,9 AV / CONVENTION PL,M,M2,8200.1010,-122.331134157,47.612534447,(47.612534447, -122.331134157),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1627192,15000427290,2015427290,062,BICYCLE THEFT,THEFT,BIKE,12,09,2015,07:23:55,45XX BLOCK OF UNIVERSITY WY NE,U,U2,5301.2010,-122.31312,47.66218,(47.66218, -122.31312),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/09/2015 04:59:21 PM
1596021,15000379228,2015379228,062,BICYCLE THEFT,THEFT,BIKE,10,29,2015,05:42:00,10 AV / E COLUMBIA ST,E,E2,8600.2006,-122.319365663,47.609236563,(47.609236563, -122.319365663),TRU - THEFT,OTHER PROPERTY,THEFT,
1596112,15000379307,2015379307,062,BICYCLE THEFT,THEFT,BIKE,10,29,2015,07:02:00,27XX BLOCK OF WESTERN AV,D,D1,8001.4000,-122.351942577,47.61541326,(47.61541326, -122.351942577),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1596142,15000379140,2015379140,062,BICYCLE THEFT,THEFT,BIKE,10,29,2015,07:26:00,88XX BLOCK OF 24 AV SW,F,F2,11402.1010,-122.363183261,47.523771378,(47.523771378, -122.363183261),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,10/29/2015 05:20:00 PM
1633919,15000438927,2015438927,062,BICYCLE THEFT,THEFT,BIKE,12,19,2015,01:16:10,67XX BLOCK OF CORSON AV S,O,O3,10900.1006,-122.32291,47.542942,(47.542942, -122.32291),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/19/2015 12:25:52 PM
1596392,15000379325,2015379325,062,BICYCLE THEFT,THEFT,BIKE,10,29,2015,10:16:00,6XX BLOCK OF N 34 ST,B,B2,4900.2024,-122.350525386,47.649706507,(47.649706507, -122.350525386),TRU - THEFT,OTHER PROPERTY,THEFT,10/29/2015 09:46:00 PM
1602668,15000387368,2015387368,062,BICYCLE THEFT,THEFT,BIKE,11,05,2015,11:37:00,45XX BLOCK OF 16 AV NE,U,U2,5301.1005,-122.310843379,47.662168194,(47.662168194, -122.310843379),TRU - THEFT,OTHER PROPERTY,THEFT,
1829007,16000330415,2016330415,062,BICYCLE THEFT,THEFT,BIKE,09,12,2016,06:54:28,48XX BLOCK OF SAND POINT WY NE,U,U3,4100.4008,-122.281456,47.66231,(47.66231, -122.281456),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,09/12/2016 04:01:36 AM
1600686,15000384803,2015384803,062,BICYCLE THEFT,THEFT,BIKE,11,03,2015,10:27:00,72XX BLOCK OF E GREEN LAKE DR N,J,J3,4600.1000,-122.325963433,47.680506459,(47.680506459, -122.325963433),TRU - THEFT,OTHER PROPERTY,THEFT,
1601647,15000385955,2015385955,062,BICYCLE THEFT,THEFT,BIKE,11,04,2015,10:24:00,E JOHN ST / BELLEVUE AV E,E,E1,7402.3001,-122.326572791,47.619616671,(47.619616671, -122.326572791),TRU - THEFT,OTHER PROPERTY,THEFT,11/04/2015 08:19:00 AM
1600874,15000385126,2015385126,062,BICYCLE THEFT,THEFT,BIKE,11,03,2015,02:24:00,3XX BLOCK OF S JACKSON ST,K,K2,9300.2004,-122.329977172,47.599198317,(47.599198317, -122.329977172),TRU - THEFT,OTHER PROPERTY,THEFT,
1628712,15000429677,2015429677,062,BICYCLE THEFT,THEFT,BIKE,12,11,2015,08:31:37,STONE WY N / N 42 ST,B,B3,5000.2013,-122.342316,47.658012,(47.658012, -122.342316),TRU - THEFT,OTHER PROPERTY,THEFT,12/11/2015 07:29:02 PM
1602111,15000386555,2015386555,062,BICYCLE THEFT,THEFT,BIKE,11,04,2015,07:44:00,44XX BLOCK OF BURKE AV N,B,B3,5100.1021,-122.334986723,47.660852475,(47.660852475, -122.334986723),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/04/2015 06:28:00 PM
1628995,15000430040,2015430040,062,BICYCLE THEFT,THEFT,BIKE,12,12,2015,03:45:53,135XX BLOCK OF AURORA AV N,N,N2,401.1008,-122.345024,47.727768,(47.727768, -122.345024),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/12/2015 01:05:17 AM
1629161,15000430699,2015430699,062,BICYCLE THEFT,THEFT,BIKE,12,12,2015,12:02:06,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,(47.602413, -122.331085),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/12/2015 09:28:05 AM
1602623,15000387306,2015387306,062,BICYCLE THEFT,THEFT,BIKE,11,05,2015,10:43:00,24XX BLOCK OF 14 AV S,R,R1,10002.2025,-122.314712087,47.581446138,(47.581446138, -122.314712087),TRU - THEFT,OTHER PROPERTY,THEFT,
1603509,15000388402,2015388402,062,BICYCLE THEFT,THEFT,BIKE,11,06,2015,09:18:00,9XX BLOCK OF LAKESIDE AV S,G,G3,8900.1027,-122.287821144,47.59430866,(47.59430866, -122.287821144),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1603589,15000388396,2015388396,062,BICYCLE THEFT,THEFT,BIKE,11,06,2015,08:33:00,5XX BLOCK OF BOYLSTON AV E,E,E1,7401.2002,-122.323048868,47.623704451,(47.623704451, -122.323048868),TRU - THEFT,OTHER PROPERTY,THEFT,11/06/2015 08:14:00 AM
1603969,15000388737,2015388737,062,BICYCLE THEFT,THEFT,BIKE,11,06,2015,06:46:00,96XX BLOCK OF COLLEGE WY N,N,N3,1900.1021,-122.335049792,47.698677357,(47.698677357, -122.335049792),TRU - THEFT,OTHER PROPERTY,THEFT,11/06/2015 05:49:00 PM
1603978,15000388876,2015388876,062,BICYCLE THEFT,THEFT,BIKE,11,06,2015,06:53:00,96XX BLOCK OF COLLEGE WY N,N,N3,1900.1021,-122.335049792,47.698677357,(47.698677357, -122.335049792),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/06/2015 04:50:00 PM
1604099,15000388867,2015388867,062,BICYCLE THEFT,THEFT,BIKE,11,06,2015,09:04:00,110XX BLOCK OF ALTON AV NE,L,L3,800.2009,-122.283119002,47.709259269,(47.709259269, -122.283119002),TRU - THEFT,OTHER PROPERTY,THEFT,
1604725,15000389720,2015389720,062,BICYCLE THEFT,THEFT,BIKE,11,07,2015,03:31:00,2XX BLOCK OF 29 AV E,C,C3,7700.1014,-122.294788403,47.62075412,(47.62075412, -122.294788403),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1605463,15000390735,2015390735,062,BICYCLE THEFT,THEFT,BIKE,11,08,2015,02:15:00,11XX BLOCK OF 17 AV E,C,C1,6400.2004,-122.309925607,47.629655842,(47.629655842, -122.309925607),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/08/2015 11:37:00 AM
1605606,15000391080,2015391080,062,BICYCLE THEFT,THEFT,BIKE,11,08,2015,04:56:00,MINOR AV / STEWART ST,D,D3,7300.2008,-122.331860155,47.617608574,(47.617608574, -122.331860155),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1606473,15000392104,2015392104,062,BICYCLE THEFT,THEFT,BIKE,11,09,2015,03:05:00,1 AV / EAGLE ST,D,D1,8001.3001,-122.35383088,47.617698289,(47.617698289, -122.35383088),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1606552,15000392178,2015392178,062,BICYCLE THEFT,THEFT,BIKE,11,09,2015,04:14:00,1XX BLOCK OF 24 AV S,G,G2,8900.3007,-122.301097733,47.60126659,(47.60126659, -122.301097733),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1606212,15000391735,2015391735,062,BICYCLE THEFT,THEFT,BIKE,11,09,2015,10:21:00,8 AV / PIKE ST,M,M2,8200.1010,-122.332248067,47.61207009,(47.61207009, -122.332248067),TRU - THEFT,OTHER PROPERTY,THEFT,
1801752,16000280100,2016280100,062,BICYCLE THEFT,THEFT,BIKE,08,04,2016,01:15:32,8XX BLOCK OF JOHN ST,D,D2,7200.1043,-122.34043,47.619713,(47.619713, -122.34043),TRU - THEFT,OTHER PROPERTY,THEFT,08/04/2016 12:43:46 PM
1606769,15000392179,2015392179,062,BICYCLE THEFT,THEFT,BIKE,11,09,2015,07:37:00,5XX BLOCK OF PONTIUS AV N,D,D3,7300.1016,-122.331721953,47.623695811,(47.623695811, -122.331721953),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,11/09/2015 04:01:00 PM
1630116,15000431862,2015431862,062,BICYCLE THEFT,THEFT,BIKE,12,13,2015,09:57:51,42XX BLOCK OF LEARY WY NW,B,B2,4800.3013,-122.36435,47.658566,(47.658566, -122.36435),BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,12/13/2015 02:23:13 PM
1609454,15000396847,2015396847,062,BICYCLE THEFT,THEFT,BIKE,11,13,2015,02:24:16,61XX BLOCK OF LATONA AV NE,J,J3,3600.3015,-122.32548,47.673218,(47.673218, -122.32548),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,11/13/2015 12:28:01 PM
1609458,15000396680,2015396680,062,BICYCLE THEFT,THEFT,BIKE,11,13,2015,02:25:27,GREENWOOD AV N / N 87 ST,J,J1,1701.2015,-122.35532,47.692417,(47.692417, -122.35532),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/13/2015 12:30:52 PM
1609926,15000392221,2015392221,062,BICYCLE THEFT,THEFT,BIKE,11,09,2015,07:59:25,40XX BLOCK OF WOODLAND PARK AV N,B,B3,5400.4005,-122.34465,47.656017,(47.656017, -122.34465),TRU - THEFT,OTHER PROPERTY,THEFT,11/09/2015 07:21:01 PM
1609660,15000396866,2015396866,062,BICYCLE THEFT,THEFT,BIKE,11,13,2015,07:19:57,MINOR AV / STEWART ST,D,D3,7300.2008,-122.33186,47.617607,(47.617607, -122.33186),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1636316,15000442256,2015442256,062,BICYCLE THEFT,THEFT,BIKE,12,23,2015,03:40:29,39XX BLOCK OF 2 AV NW,B,B2,4800.3046,-122.359055,47.6545,(47.6545, -122.359055),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/23/2015 02:18:19 AM
1837845,16000341680,2016341680,062,BICYCLE THEFT,THEFT,BIKE,09,20,2016,04:51:58,100XX BLOCK OF COLLEGE WY N,N,N3,1300.1011,-122.33473,47.70293,(47.70293, -122.33473),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1639594,15000448340,2015448340,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,02:01:14,10XX BLOCK OF 6 AV N,Q,Q2,6700.2009,-122.34493,47.628464,(47.628464, -122.34493),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/29/2015 12:19:05 AM
1637146,15000444183,2015444183,062,BICYCLE THEFT,THEFT,BIKE,12,24,2015,01:01:23,3XX BLOCK OF NE 51 ST,B,B3,4500.2025,-122.324234,47.665707,(47.665707, -122.324234),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
1781697,16000245449,2016245449,062,BICYCLE THEFT,THEFT,BIKE,07,09,2016,10:51:50,1 AV / UNIVERSITY ST,M,M1,8100.1001,-122.338196,47.606834,(47.606834, -122.338196),TRU - THEFT,OTHER PROPERTY,THEFT,
1638694,15000446957,2015446957,062,BICYCLE THEFT,THEFT,BIKE,12,27,2015,04:45:59,NE 42 ST / UNIVERSITY WY NE,U,U2,5301.3008,-122.31321,47.658314,(47.658314, -122.31321),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,
960131,12000388770,2012388770,062,BICYCLE THEFT,THEFT,BIKE,11,12,2012,11:11:00,BROADWAY E / E JOHN ST,E,E1,7500.5004,-122.3208749,47.619905164,(47.619905164, -122.3208749),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/12/2012 08:35:00 PM
961169,12000390064,2012390064,062,BICYCLE THEFT,THEFT,BIKE,11,14,2012,01:28:00,56XX BLOCK OF CALIFORNIA AVE SW,W,W2,10600.7003,-122.387064695,47.551205586,(47.551205586, -122.387064695),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,11/13/2012 10:53:00 PM
961754,12000390824,2012390824,062,BICYCLE THEFT,THEFT,BIKE,11,14,2012,05:00:00,115XX BLOCK OF 28TH AVE NE,L,L2,700.2008,-122.297561886,47.713030288,(47.713030288, -122.297561886),TRU - THEFT,OTHER PROPERTY,THEFT,11/14/2012 03:12:00 PM
1639736,15000448735,2015448735,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,09:48:53,38XX BLOCK OF NE 68 ST,U,U3,3900.1021,-122.28655,47.6776,(47.6776, -122.28655),TRU - THEFT,OTHER PROPERTY,THEFT,
1639944,15000449093,2015449093,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,04:20:57,FAIRVIEW AV / DENNY WY,D,D3,7300.2005,-122.33426,47.618515,(47.618515, -122.33426),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/29/2015 03:29:54 PM
1640021,15000449035,2015449035,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,06:45:26,8XX BLOCK OF NW MARKET ST,B,B2,4700.1012,-122.36739,47.66866,(47.66866, -122.36739),TRU - THEFT,OTHER PROPERTY,THEFT,
1640151,15000449367,2015449367,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,10:40:16,85XX BLOCK OF STONE AV N,N,N3,1800.2013,-122.34131,47.69145,(47.69145, -122.34131),TRU - THEFT,OTHER PROPERTY,THEFT,
1640129,15000449440,2015449440,062,BICYCLE THEFT,THEFT,BIKE,12,29,2015,10:06:34,6 AV / COLUMBIA ST,K,K1,8500.1023,-122.32939,47.605587,(47.605587, -122.32939),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,12/29/2015 09:16:33 PM
2018704,17000207488,2017207488,062,BICYCLE THEFT,THEFT,BIKE,06,09,2017,09:24:36,14XX BLOCK OF NE 66 ST,U,U1,2600.3009,-122.31254,47.676514,(47.676514, -122.31254),TRU - THEFT,OTHER PROPERTY,THEFT,
1641206,15000451253,2015451253,062,BICYCLE THEFT,THEFT,BIKE,12,31,2015,02:04:56,6 AV / UNIVERSITY ST,M,M3,8200.1022,-122.33264,47.609158,(47.609158, -122.33264),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1641126,15000451113,2015451113,062,BICYCLE THEFT,THEFT,BIKE,12,31,2015,11:56:19,30XX BLOCK OF 17 AV W,Q,Q1,5802.2005,-122.37887,47.64794,(47.64794, -122.37887),TRU - THEFT,OTHER PROPERTY,THEFT,
1641229,15000451319,2015451319,062,BICYCLE THEFT,THEFT,BIKE,12,31,2015,02:35:18,45XX BLOCK OF 25 AV NE,U,U3,4301.1014,-122.3009,47.66189,(47.66189, -122.3009),TRU - THEFT,OTHER PROPERTY,THEFT,
1641871,16000000404,2016404,062,BICYCLE THEFT,THEFT,BIKE,01,01,2016,11:25:06,22XX BLOCK OF 3 AV,D,D1,8001.2009,-122.34415,47.61432,(47.61432, -122.34415),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,01/01/2016 10:23:29 AM
1645190,16000004715,20164715,062,BICYCLE THEFT,THEFT,BIKE,01,05,2016,12:33:30,96XX BLOCK OF COLLEGE WY N,N,N3,1900.1021,-122.33505,47.698677,(47.698677, -122.33505),TRU - THEFT,OTHER PROPERTY,THEFT,01/05/2016 12:00:09 PM
1645364,16000006274,20166274,062,BICYCLE THEFT,THEFT,BIKE,01,06,2016,06:49:01,101XX BLOCK OF 4 AV NW,N,N1,1400.3010,-122.36202,47.70296,(47.70296, -122.36202),TRU - THEFT,OTHER PROPERTY,THEFT,01/06/2016 05:49:08 PM
1646086,16000007694,20167694,062,BICYCLE THEFT,THEFT,BIKE,01,07,2016,05:01:23,9XX BLOCK OF NW 45 ST,B,B2,4700.2075,-122.36969,47.66147,(47.66147, -122.36969),SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/07/2016 03:21:38 PM
1781796,16000245479,2016245479,062,BICYCLE THEFT,THEFT,BIKE,07,09,2016,01:38:07,3XX BLOCK OF NW 85 ST,J,J2,2900.1002,-122.361984,47.69063,(47.69063, -122.361984),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,07/09/2016 12:08:09 PM
1781756,16000245588,2016245588,062,BICYCLE THEFT,THEFT,BIKE,07,09,2016,12:21:41,2XX BLOCK OF 1 AV W,Q,Q3,7100.2015,-122.35805,47.62036,(47.62036, -122.35805),TRU - THEFT,OTHER PROPERTY,THEFT,
1646376,16000008187,20168187,062,BICYCLE THEFT,THEFT,BIKE,01,08,2016,01:18:28,27XX BLOCK OF 4 AV S,O,O2,9300.3019,-122.329056,47.578766,(47.578766, -122.329056),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,01/08/2016 12:11:59 AM
1646810,16000008904,20168904,062,BICYCLE THEFT,THEFT,BIKE,01,08,2016,05:05:10,7 AV / PINE ST,M,M2,8200.1006,-122.33426,47.6126,(47.6126, -122.33426),TRU - THEFT,OTHER PROPERTY,THEFT,
1647039,16000009123,20169123,062,BICYCLE THEFT,THEFT,BIKE,01,08,2016,10:09:37,7 AV / PINE ST,M,M2,8200.1006,-122.33426,47.6126,(47.6126, -122.33426),TRU - THEFT,OTHER PROPERTY,THEFT,
1647382,16000009840,20169840,062,BICYCLE THEFT,THEFT,BIKE,01,09,2016,11:50:11,18XX BLOCK OF 12 AV S,R,R1,9400.1006,-122.317276,47.58666,(47.58666, -122.317276),BURG - COMM BURGLARY (INCLUDES SCHOOLS),BURGLARY,COMMERCIAL BURGLARIES,01/09/2016 10:37:59 AM
1647452,16000009845,20169845,062,BICYCLE THEFT,THEFT,BIKE,01,09,2016,01:46:11,7XX BLOCK OF 2 AV N,Q,Q3,7000.3013,-122.35278,47.625874,(47.625874, -122.35278),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,01/09/2016 11:58:08 AM
1648662,16000012058,201612058,062,BICYCLE THEFT,THEFT,BIKE,01,11,2016,12:23:36,8XX BLOCK OF CONVENTION PL,M,M2,8200.1010,-122.33144,47.61171,(47.61171, -122.33144),TRU - THEFT,OTHER PROPERTY,THEFT,01/11/2016 11:27:06 AM
1648953,16000012319,201612319,062,BICYCLE THEFT,THEFT,BIKE,01,11,2016,08:12:45,142XX BLOCK OF LINDEN AV N,N,N2,401.1006,-122.34777,47.731678,(47.731678, -122.34777),SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
1985645,17000147138,2017147138,062,BICYCLE THEFT,THEFT,BIKE,04,27,2017,07:04:40,47XX BLOCK OF FAUNTLEROY WY SW,W,W2,10500.4007,-122.381454,47.560196,(47.560196, -122.381454),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,04/27/2017 05:31:58 PM
1649638,16000013789,201613789,062,BICYCLE THEFT,THEFT,BIKE,01,12,2016,07:45:26,42XX BLOCK OF EVANSTON AV N,B,B2,4900.4009,-122.35102,47.65834,(47.65834, -122.35102),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,01/12/2016 06:13:15 PM
1649753,16000013998,201613998,062,BICYCLE THEFT,THEFT,BIKE,01,12,2016,09:57:20,11XX BLOCK OF BROADWAY E,C,C1,6500.2,-122.321266,47.629578,(47.629578, -122.321266),BURG - RES (INCL UNOCC STRUCTURES ON PROP),BURGLARY,RESIDENTIAL BURGLARIES,01/12/2016 09:12:00 PM
1649777,16000013919,201613919,062,BICYCLE THEFT,THEFT,BIKE,01,12,2016,08:59:38,1XX BLOCK OF N 75 ST,J,J2,2900.2008,-122.356636,47.683285,(47.683285, -122.356636),TRU - THEFT,OTHER PROPERTY,THEFT,01/12/2016 08:11:59 PM
1650362,16000015194,201615194,062,BICYCLE THEFT,THEFT,BIKE,01,13,2016,08:32:58,24XX BLOCK OF NW 58 ST,B,B1,3200.2011,-122.38886,47.670918,(47.670918, -122.38886),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,01/13/2016 07:52:44 PM
2065627,17000292102,2017292102,062,BICYCLE THEFT,THEFT,BIKE,08,08,2017,06:05:06,6XX BLOCK OF W NICKERSON ST,Q,Q2,5900.1027,-122.36597,47.65198,(47.65198, -122.36597),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/08/2017 10:42:54 AM
1650884,16000016142,201616142,062,BICYCLE THEFT,THEFT,BIKE,01,14,2016,04:32:09,9XX BLOCK OF 12 AV,E,E2,8600.2008,-122.31678,47.610977,(47.610977, -122.31678),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,01/14/2016 03:32:57 PM
1651415,16000017042,201617042,062,BICYCLE THEFT,THEFT,BIKE,01,15,2016,10:51:53,70XX BLOCK OF 31 AV NE,U,U3,3800.1002,-122.2947,47.679867,(47.679867, -122.2947),TRU - THEFT,OTHER PROPERTY,THEFT,
1651610,16000016993,201616993,062,BICYCLE THEFT,THEFT,BIKE,01,15,2016,03:31:28,3XX BLOCK OF 2 AV S,K,K3,9200.2028,-122.33081,47.600464,(47.600464, -122.33081),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,01/15/2016 02:14:47 PM
1655651,16000024017,201624017,062,BICYCLE THEFT,THEFT,BIKE,01,21,2016,07:07:08,19XX BLOCK OF 1 AV S,O,O1,9300.3018,-122.3342,47.58504,(47.58504, -122.3342),THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,01/21/2016 06:07:35 AM
